"name","SMILES","InChI","InChIKey","formula","neutralMass","molNeutralized","mz"
"2-Hydroxyquinoline-TP10","C(C(=C1C(=CC(O)=O)NC(C=C1)=O)O)(O)=O","InChI=1S/C9H7NO6/c11-6-2-1-4(8(14)9(15)16)5(10-6)3-7(12)13/h1-3,14H,(H,10,11)(H,12,13)(H,15,16)/b5-3+,8-4?","JKFXDIFQUDCATI-RISBOPBDSA-N","C9H7NO6",225.027336944,FALSE,NA
"2-Hydroxyquinoline-TP11","C(C(=CC1=C(C(O)=O)C=CC(=O)N1)O)(O)=O","InChI=1S/C9H7NO6/c11-6(9(15)16)3-5-4(8(13)14)1-2-7(12)10-5/h1-3,11H,(H,10,12)(H,13,14)(H,15,16)","JVCLRHGYENQLLI-UHFFFAOYSA-N","C9H7NO6",225.027336944,FALSE,NA
"2-Hydroxyquinoline-TP12","C(C=C1C(=C(C(O)=O)O)NC(C=C1)=O)(O)=O","InChI=1S/C9H7NO6/c11-5-2-1-4(3-6(12)13)7(10-5)8(14)9(15)16/h1-3,14H,(H,10,11)(H,12,13)(H,15,16)/b4-3+,8-7?","BZYUMZMMLCDOAK-NOUJRTOJSA-N","C9H7NO6",225.027336944,FALSE,NA
"2-Hydroxyquinoline-TP13","C(C(O)=O)(=CC1=C(C(O)=O)NC(C=C1)=O)O","InChI=1S/C9H7NO6/c11-5(8(13)14)3-4-1-2-6(12)10-7(4)9(15)16/h1-3,11H,(H,10,12)(H,13,14)(H,15,16)","YTZSAMYIJZJXOG-UHFFFAOYSA-N","C9H7NO6",225.027336944,FALSE,NA
"2-Hydroxyquinoline-TP7","C(C=CC1=C(C(O)=O)C=CC(=O)N1)(O)=O","InChI=1S/C9H7NO5/c11-7-3-1-5(9(14)15)6(10-7)2-4-8(12)13/h1-4H,(H,10,11)(H,12,13)(H,14,15)/b4-2+","WYQQFKWNTSDMIO-DUXPYHPUSA-N","C9H7NO5",209.032422324,FALSE,NA
"2-Hydroxyquinoline-TP14","C(CC(C1=C(C(O)=O)C=CC(=O)N1)O)(O)=O","InChI=1S/C9H9NO6/c11-5(3-7(13)14)8-4(9(15)16)1-2-6(12)10-8/h1-2,5,11H,3H2,(H,10,12)(H,13,14)(H,15,16)","HFHBQNDIGRHIIF-UHFFFAOYSA-N","C9H9NO6",227.042987008,FALSE,NA
"2-Hydroxyquinoline-TP15","C(C=CC1=CC=CC(=O)N1)(O)=O","InChI=1S/C8H7NO3/c10-7-3-1-2-6(9-7)4-5-8(11)12/h1-5H,(H,9,10)(H,11,12)/b5-4+","IKUJLLPGBICFKN-SNAWJCMRSA-N","C8H7NO3",165.042593084,FALSE,NA
"2-Hydroxyquinoline-TP16","C(CCC1=C(C(O)=O)C=CC(=O)N1)(O)=O","InChI=1S/C9H9NO5/c11-7-3-1-5(9(14)15)6(10-7)2-4-8(12)13/h1,3H,2,4H2,(H,10,11)(H,12,13)(H,14,15)","HMGWGQVWDXMQCN-UHFFFAOYSA-N","C9H9NO5",211.048072388,FALSE,NA
"2-Hydroxyquinoline-TP8","C(C(O)=O)=CC1=C(C(O)=O)NC(C=C1)=O","InChI=1S/C9H7NO5/c11-6-3-1-5(2-4-7(12)13)8(10-6)9(14)15/h1-4H,(H,10,11)(H,12,13)(H,14,15)","UBWOHSRBZAWJFJ-UHFFFAOYSA-N","C9H7NO5",209.032422324,FALSE,NA
"2-Hydroxyquinoline-TP17","C(C(O)=O)C(C1=C(C(O)=O)NC(C=C1)=O)O","InChI=1S/C9H9NO6/c11-5(3-7(13)14)4-1-2-6(12)10-8(4)9(15)16/h1-2,5,11H,3H2,(H,10,12)(H,13,14)(H,15,16)","RPZFHDSEYDTLQS-UHFFFAOYSA-N","C9H9NO6",227.042987008,FALSE,NA
"2-Hydroxyquinoline-TP18","C(C(O)=O)=CC1=CNC(C=C1)=O","InChI=1S/C8H7NO3/c10-7-3-1-6(5-9-7)2-4-8(11)12/h1-5H,(H,9,10)(H,11,12)","GPGCFLDKCNSBSH-UHFFFAOYSA-N","C8H7NO3",165.042593084,FALSE,NA
"2-Hydroxyquinoline-TP19","C(C(O)=O)CC1=C(C(O)=O)NC(C=C1)=O","InChI=1S/C9H9NO5/c11-6-3-1-5(2-4-7(12)13)8(10-6)9(14)15/h1,3H,2,4H2,(H,10,11)(H,12,13)(H,14,15)","OEFHEUMNFIOHNP-UHFFFAOYSA-N","C9H9NO5",211.048072388,FALSE,NA
"4-Methyl-1H-benzotriazole-TP1","CC1=C(C(=CC2=NNN=C12)O)O","InChI=1S/C7H7N3O2/c1-3-6-4(8-10-9-6)2-5(11)7(3)12/h2,11-12H,1H3,(H,8,9,10)","LPXVXTOANFATND-UHFFFAOYSA-N","C7H7N3O2",165.053826464,FALSE,NA
"4-Methyl-1H-benzotriazole-TP2","CC1=CC(=C(C2=NNN=C12)O)O","InChI=1S/C7H7N3O2/c1-3-2-4(11)7(12)6-5(3)8-10-9-6/h2,11-12H,1H3,(H,8,9,10)","XZRPDOCJYBXWPO-UHFFFAOYSA-N","C7H7N3O2",165.053826464,FALSE,NA
"4-Methyl-1H-benzotriazole-TP3","[CH3](C1=CC=CC2=NNN=C12)O","InChI=1S/C7H8N3O/c11-4-5-2-1-3-6-7(5)9-10-8-6/h1-3,11H,4H3,(H,8,9,10)","DYGZNXJVEQEIOE-UHFFFAOYSA-N","C7H8N3O",150.066736876,FALSE,NA
"4-Methyl-1H-benzotriazole-TP4","CC1=C(C(=C(C2=NNN=C12)O)O)O","InChI=1S/C7H7N3O3/c1-2-3-4(9-10-8-3)6(12)7(13)5(2)11/h11-13H,1H3,(H,8,9,10)","AJMAYOUVJPWYLY-UHFFFAOYSA-N","C7H7N3O3",181.048741084,FALSE,NA
"4-Methyl-1H-benzotriazole-TP5","CC(C(O)=O)=C1=NNN=C1=CC(O)=O","InChI=1S/C7H7N3O4/c1-3(7(13)14)6-4(2-5(11)12)8-10-9-6/h2,10H,1H3,(H,11,12)(H,13,14)","GYLLYWXOTTZTNA-UHFFFAOYSA-N","C7H8N3O4",197.043655704,TRUE,NA
"4-Methyl-1H-benzotriazole-TP9","CC(C(O)=O)=C1=NNN=C1=C(C(O)=O)O","InChI=1S/C7H7N3O5/c1-2(6(12)13)3-4(9-10-8-3)5(11)7(14)15/h10-11H,1H3,(H,12,13)(H,14,15)","FHMTWPGCSFSYSS-UHFFFAOYSA-N","C7H8N3O5",213.038570324,TRUE,NA
"4-Methyl-1H-benzotriazole-TP10","CC(=C(C(O)=O)O)C=1=NNN=C1C(O)=O","InChI=1S/C7H7N3O5/c1-2(5(11)7(14)15)3-4(6(12)13)9-10-8-3/h10-11H,1H3,(H,12,13)(H,14,15)","GRDXDKUCOMWIAG-UHFFFAOYSA-N","C7H7N3O5",213.038570324,FALSE,NA
"4-Methyl-1H-benzotriazole-TP11","CC(C(O)=O)=C1=NNN=C1(CC(O)=O)O","InChI=1S/C7H9N3O5/c1-3(6(13)14)5-7(15,2-4(11)12)9-10-8-5/h10H,2H2,1H3,(H,9,15)(H,11,12)(H,13,14)","BQJIYXSYJOREQQ-UHFFFAOYSA-N","C7H9N3O5",215.054220388,FALSE,NA
"4-Methyl-1H-benzotriazole-TP12","CC(C(O)=O)C1(=NNN=C1=CC(O)=O)O","InChI=1S/C7H9N3O5/c1-3(6(13)14)7(15)4(2-5(11)12)8-10-9-7/h2-3,10H,1H3,(H,9,15)(H,11,12)(H,13,14)","UDDRLOYBVAXDJN-UHFFFAOYSA-N","C7H9N3O5",215.054220388,FALSE,NA
"4-Methyl-1H-benzotriazole-TP6","CC(=CC(O)=O)C=1=NNN=C1C(O)=O","InChI=1S/C7H7N3O4/c1-3(2-4(11)12)5-6(7(13)14)9-10-8-5/h2,10H,1H3,(H,11,12)(H,13,14)/b3-2+","BGSIMNNMGBTKEM-NSCUHMNNSA-N","C7H7N3O4",197.043655704,FALSE,NA
"4-Methyl-1H-benzotriazole-TP13","CC(=CC(O)=O)C1(=NNN=[CH]1C(O)=O)O","InChI=1S/C7H9N3O5/c1-3(2-4(11)12)7(15)5(6(13)14)8-10-9-7/h2,5H,1H3,(H,11,12)(H,13,14)(H2,8,9,10,15)/b3-2+","QCPXTNRNFXCBBX-NSCUHMNNSA-N","C7H9N3O5",215.054220388,FALSE,NA
"4-Methyl-1H-benzotriazole-TP14","CC(CC(O)=O)(C=1=NNN=C1C(O)=O)O","InChI=1S/C7H9N3O5/c1-7(15,2-3(11)12)5-4(6(13)14)8-10-9-5/h10,15H,2H2,1H3,(H,11,12)(H,13,14)","WNWWOOCVLFZSKF-UHFFFAOYSA-N","C7H9N3O5",215.054220388,FALSE,NA
"4-Methyl-1H-benzotriazole-TP15","CC(=CC(O)=O)C=1=NNN=C1","InChI=1S/C6H6N3O2/c1-4(2-6(10)11)5-3-7-9-8-5/h2,9H,1H3,(H,10,11)/b4-2+","HWYQFERCKQJPIV-DUXPYHPUSA-N","C6H6N3O2",152.046001432,FALSE,NA
"4-Methyl-1H-benzotriazole-TP16","CC(CC(O)=O)C=1=NNN=C1C(O)=O","InChI=1S/C7H9N3O4/c1-3(2-4(11)12)5-6(7(13)14)9-10-8-5/h3,10H,2H2,1H3,(H,11,12)(H,13,14)","JQODHCDAOORMAH-UHFFFAOYSA-N","C7H9N3O4",199.059305768,FALSE,NA
"4-Methyl-1H-benzotriazole-TP7","[CH3](C1=C(C(=CC2=NNN=C12)O)O)O","InChI=1S/C7H8N3O3/c11-2-3-6-4(8-10-9-6)1-5(12)7(3)13/h1,11-13H,2H3,(H,8,9,10)","NLOWVKGFHJLIBG-UHFFFAOYSA-N","C7H8N3O3",182.056566116,FALSE,NA
"4-Methyl-1H-benzotriazole-TP8","[CH3](C1=CC(=C(C2=NNN=C12)O)O)O","InChI=1S/C7H8N3O3/c11-2-3-1-4(12)7(13)6-5(3)8-10-9-6/h1,11-13H,2H3,(H,8,9,10)","IPPQGIJXHSKMSQ-UHFFFAOYSA-N","C7H8N3O3",182.056566116,FALSE,NA
"4-Methyl-1H-benzotriazole-TP17","[CH3](C1=C(C(=C(C2=NNN=C12)O)O)O)O","InChI=1S/C7H8N3O4/c11-1-2-3-4(9-10-8-3)6(13)7(14)5(2)12/h11-14H,1H3,(H,8,9,10)","ZFPSNHQRGDPYGA-UHFFFAOYSA-N","C7H8N3O4",198.051480736,FALSE,NA
"4-Methyl-1H-benzotriazole-TP18","[CH3](C(C(O)=O)=C1=NNN=C1=CC(O)=O)O","InChI=1S/C7H8N3O5/c11-2-3(7(14)15)6-4(1-5(12)13)8-10-9-6/h1,10-11H,2H3,(H,12,13)(H,14,15)","UFFWIHDXFOLBHW-UHFFFAOYSA-N","C7H8N3O5",214.046395356,TRUE,NA
"4-Methyl-1H-benzotriazole-TP19","[CH3](C(=CC(O)=O)C=1=NNN=C1C(O)=O)O","InChI=1S/C7H8N3O5/c11-2-3(1-4(12)13)5-6(7(14)15)9-10-8-5/h1,10-11H,2H3,(H,12,13)(H,14,15)/b3-1+","UPHLABSNJOKQCD-HNQUOIGGSA-N","C7H8N3O5",214.046395356,FALSE,NA
"Acesulfame K-TP1","CC(=CC(=O)N)OS(=O)(=O)O","InChI=1S/C4H7NO5S/c1-3(2-4(5)6)10-11(7,8)9/h2H,1H3,(H2,5,6)(H,7,8,9)/b3-2+","XGYJWKNTAIAILB-NSCUHMNNSA-N","C4H7NO5S",181.004493324,TRUE,NA
"Acesulfame K-TP2","CC(=CC(=O)O)OS(=O)(=O)O","InChI=1S/C4H6O6S/c1-3(2-4(5)6)10-11(7,8)9/h2H,1H3,(H,5,6)(H,7,8,9)/b3-2+","NQKDYAZJTJWQSG-NSCUHMNNSA-N","C4H6O6S",181.988508912,TRUE,NA
"Acesulfame K-TP3","CC(=CC(=O)N)O","InChI=1S/C4H7NO2/c1-3(6)2-4(5)7/h2,6H,1H3,(H2,5,7)","BIUIEMOYCZHHND-UHFFFAOYSA-N","C4H7NO2",101.047678464,FALSE,NA
"Acesulfame K-TP4","CC(CC(=O)O)(OS(=O)(=O)O)O","InChI=1S/C4H8O7S/c1-4(7,2-3(5)6)11-12(8,9)10/h7H,2H2,1H3,(H,5,6)(H,8,9,10)","CWBGMZYOIOGGDO-UHFFFAOYSA-N","C4H8O7S",199.999073596,TRUE,NA
"Acesulfame K-TP5","CC(=CC(=O)O)O","InChI=1S/C4H6O3/c1-3(5)2-4(6)7/h2,5H,1H3,(H,6,7)","NVPCGXUWUBHZBD-UHFFFAOYSA-N","C4H6O3",102.031694052,TRUE,NA
"Acesulfame K-TP6","CC(CC(=O)N)=O","InChI=1S/C4H7NO2/c1-3(6)2-4(5)7/h2H2,1H3,(H2,5,7)","GCPWJFKTWGFEHH-UHFFFAOYSA-N","C4H7NO2",101.047678464,FALSE,NA
"Acetaminophen-TP1","CC(=O)O","InChI=1S/C2H4O2/c1-2(3)4/h1H3,(H,3,4)","QTBSBXVTEAMEQO-UHFFFAOYSA-N","C2H4O2",60.021129368,FALSE,NA
"Acetaminophen-TP2","NC1=CC=C(C=C1)O","InChI=1S/C6H7NO/c7-5-1-3-6(8)4-2-5/h1-4,8H,7H2","PLIKAWJENQZMHA-UHFFFAOYSA-N","C6H7NO",109.052763844,FALSE,NA
"Acetaminophen-TP4","NC1=CC(=C(C=C1)O)O","InChI=1S/C6H7NO2/c7-4-1-2-5(8)6(9)3-4/h1-3,8-9H,7H2","KDHUXRBROABJBC-UHFFFAOYSA-N","C6H7NO2",125.047678464,FALSE,NA
"Acetaminophen-TP5","C1(=[CH]=[CH]=C(C=C1)=O)=O","InChI=1S/C6H4O2/c7-5-1-2-6(8)4-3-5/h1-4H","AZQWKYJCGOJGHM-UHFFFAOYSA-N","C6H4O2",108.021129368,FALSE,NA
"Acetaminophen-TP6","C1(=CC=C(C=C1)O)O","InChI=1S/C6H6O2/c7-5-1-2-6(8)4-3-5/h1-4,7-8H","QIGBRXMKCJKVMJ-UHFFFAOYSA-N","C6H6O2",110.036779432,FALSE,NA
"Acetaminophen-TP8","NC(=CC=C(C(=O)O)O)C=O","InChI=1S/C6H7NO4/c7-4(3-8)1-2-5(9)6(10)11/h1-3,9H,7H2,(H,10,11)/b4-1-,5-2?","GAEYKGGXHFWMHW-BMMIDRJBSA-N","C6H7NO4",157.037507704,TRUE,NA
"Acetaminophen-TP9","NC=CCC(=[OH])C(=O)[OH2]","InChI=1S/C5H8NO3/c6-3-1-2-4(7)5(8)9/h1,3,7-8H,2,6H2/q-1/b3-1+","TWEZAXVLKKUAPQ-HNQUOIGGSA-N","C5H9NO3",131.058243148,TRUE,NA
"Acetaminophen-TP11","C1(=CC(=C(C=C1)O)O)O","InChI=1S/C6H6O3/c7-4-1-2-5(8)6(9)3-4/h1-3,7-9H","GGNQRNBDZQJCCN-UHFFFAOYSA-N","C6H6O3",126.031694052,FALSE,NA
"Acetaminophen-TP12","NC(=CC(O)=O)C=CC(O)=O","InChI=1S/C6H7NO4/c7-4(3-6(10)11)1-2-5(8)9/h1-3H,7H2,(H,8,9)(H,10,11)/b2-1+,4-3-","VGAFIZGNMHSNGK-XLFBNKDWSA-N","C6H7NO4",157.037507704,FALSE,NA
"Acetaminophen-TP13","C1(=[CH]=[CH]=C(CC1)=O)=O","InChI=1S/C6H6O2/c7-5-1-2-6(8)4-3-5/h1-2H,3-4H2","GPMMYQITJVUZAT-UHFFFAOYSA-N","C6H6O2",110.036779432,FALSE,NA
"Acetaminophen-TP14","[C](=CC(=O)O)(=[OH])C=CC(=O)[OH2]","InChI=1S/C6H6O5/c7-4(3-6(10)11)1-2-5(8)9/h1-3,7-8H,(H,10,11)/b2-1+","JBHWDVGDZADEBO-OWOJBTEDSA-N","C6H7O5",159.029348324,TRUE,NA
"ACETANILIDE-TP1","CC(=O)N","InChI=1S/C2H5NO/c1-2(3)4/h1H3,(H2,3,4)","DLFVBJFMPXGRIB-UHFFFAOYSA-N","C2H5NO",59.03711378,FALSE,NA
"ACETANILIDE-TP2","C1(=C(C=CC=C1)O)O","InChI=1S/C6H6O2/c7-5-3-1-2-4-6(5)8/h1-4,7-8H","YCIMNLLNPGFGHC-UHFFFAOYSA-N","C6H6O2",110.036779432,FALSE,NA
"ACETANILIDE-TP3","CC(=O)O","InChI=1S/C2H4O2/c1-2(3)4/h1H3,(H,3,4)","QTBSBXVTEAMEQO-UHFFFAOYSA-N","C2H4O2",60.021129368,FALSE,NA
"ACETANILIDE-TP4","NC1=CC=CC=C1","InChI=1S/C6H7N/c7-6-4-2-1-3-5-6/h1-5H,7H2","PAYRUJLWNCNPSJ-UHFFFAOYSA-N","C6H7N",93.057849224,FALSE,NA
"ACETANILIDE-TP7","C(=O)(C(=CC=CC=O)O)O","InChI=1S/C6H6O4/c7-4-2-1-3-5(8)6(9)10/h1-4,8H,(H,9,10)/b2-1+,5-3?","KGLCZTRXNNGESL-BJUUGVFESA-N","C6H6O4",142.026608672,TRUE,NA
"ACETANILIDE-TP8","C(=O)(C(=[OH])CC=C)[OH2]","InChI=1S/C5H7O3/c1-2-3-4(6)5(7)8/h2,6-7H,1,3H2/q-1","FQJNIRWLNOAYNU-UHFFFAOYSA-N","C5H8O3",116.047344116,TRUE,NA
"ACETANILIDE-TP10","C(C=CC=CC(O)=O)(O)=O","InChI=1S/C6H6O4/c7-5(8)3-1-2-4-6(9)10/h1-4H,(H,7,8)(H,9,10)/b3-1+,4-2?","TXXHDPDFNKHHGW-WZNPJAPVSA-N","C6H6O4",142.026608672,FALSE,NA
"ACETANILIDE-TP17","C(=O)(C(=CC=CC(=O)O)O)O","InChI=1S/C6H6O5/c7-4(6(10)11)2-1-3-5(8)9/h1-3,7H,(H,8,9)(H,10,11)/b3-1+,4-2?","JBEBGTMCZIGUTK-WZNPJAPVSA-N","C6H6O5",158.021523292,TRUE,NA
"ACETANILIDE-TP18","C(=O)(C(=[OH])CCC)[OH2]","InChI=1S/C5H9O3/c1-2-3-4(6)5(7)8/h6-7H,2-3H2,1H3/q-1","CLHOQWVTHKRFDK-UHFFFAOYSA-N","C5H10O3",118.06299418,TRUE,NA
"ACETANILIDE-TP19","C(=O)(C(=[OH])C)[OH2]","InChI=1S/C3H5O3/c1-2(4)3(5)6/h4-5H,1H3/q-1","FZXXQAQWUYCYJA-UHFFFAOYSA-N","C3H6O3",90.031694052,TRUE,NA
"ACETANILIDE-TP21","C(CCC=CC(O)=O)(O)=O","InChI=1S/C6H8O4/c7-5(8)3-1-2-4-6(9)10/h1,3H,2,4H2,(H,7,8)(H,9,10)/b3-1+","HSBSUGYTMJWPAX-HNQUOIGGSA-N","C6H8O4",144.042258736,FALSE,NA
"ACETANILIDE-TP22","C(C=CCCC(O)=O)(O)=O","InChI=1S/C6H8O4/c7-5(8)3-1-2-4-6(9)10/h1,3H,2,4H2,(H,7,8)(H,9,10)","HSBSUGYTMJWPAX-UHFFFAOYSA-N","C6H8O4",144.042258736,FALSE,NA
"ACETANILIDE-TP23","C(CCC(O)=O)(=O)O","InChI=1S/C4H6O4/c5-3(6)1-2-4(7)8/h1-2H2,(H,5,6)(H,7,8)","KDYFGRWQOYBRFD-UHFFFAOYSA-N","C4H6O4",118.026608672,FALSE,NA
"ACETANILIDE-TP12","NC1=C(C(=CC=C1)O)O","InChI=1S/C6H7NO2/c7-4-2-1-3-5(8)6(4)9/h1-3,8-9H,7H2","MGBKJKDRMRAZKC-UHFFFAOYSA-N","C6H7NO2",125.047678464,FALSE,NA
"ACETANILIDE-TP13","NC1=CC(=C(C=C1)O)O","InChI=1S/C6H7NO2/c7-4-1-2-5(8)6(9)3-4/h1-3,8-9H,7H2","KDHUXRBROABJBC-UHFFFAOYSA-N","C6H7NO2",125.047678464,FALSE,NA
"ACETANILIDE-TP14","NC1=CC=C[CH](=[CH]1O)O","InChI=1S/C6H9NO2/c7-4-2-1-3-5(8)6(4)9/h1-3,5-6,8-9H,7H2","LAUIVQUVYQPERB-UHFFFAOYSA-N","C6H9NO2",127.063328528,FALSE,NA
"ACETANILIDE-TP25","NC(=O)C=CC=C(C(=O)O)O","InChI=1S/C6H7NO4/c7-5(9)3-1-2-4(8)6(10)11/h1-3,8H,(H2,7,9)(H,10,11)/b3-1+,4-2?","RPXXKBFKRMEDQF-WZNPJAPVSA-N","C6H7NO4",157.037507704,TRUE,NA
"ACETANILIDE-TP27","C(=O)(C(=O)[OH2])CC=C","InChI=1S/C5H6O3/c1-2-3-4(6)5(7)8/h2,7H,1,3H2","VCSHGBXIWNUUPO-UHFFFAOYSA-N","C5H7O3",115.039519084,TRUE,NA
"ACETANILIDE-TP29","C1(=C(C(=CC=C1)O)O)O","InChI=1S/C6H6O3/c7-4-2-1-3-5(8)6(4)9/h1-3,7-9H","WQGWDDDVZFFDIG-UHFFFAOYSA-N","C6H6O3",126.031694052,FALSE,NA
"ACETANILIDE-TP30","NC(C(O)=O)=CC=CC(O)=O","InChI=1S/C6H7NO4/c7-4(6(10)11)2-1-3-5(8)9/h1-3H,7H2,(H,8,9)(H,10,11)/b3-1?,4-2-","ZRHONLCTYUYMIQ-DILUPYKZSA-N","C6H7NO4",157.037507704,FALSE,NA
"ACETANILIDE-TP31","NC(=CC=C(C(=O)O)O)C=O","InChI=1S/C6H7NO4/c7-4(3-8)1-2-5(9)6(10)11/h1-3,9H,7H2,(H,10,11)/b4-1-,5-2?","GAEYKGGXHFWMHW-BMMIDRJBSA-N","C6H7NO4",157.037507704,TRUE,NA
"ACETANILIDE-TP32","NC=CCC(=[OH])C(=O)[OH2]","InChI=1S/C5H8NO3/c6-3-1-2-4(7)5(8)9/h1,3,7-8H,2,6H2/q-1/b3-1+","TWEZAXVLKKUAPQ-HNQUOIGGSA-N","C5H9NO3",131.058243148,TRUE,NA
"ACETANILIDE-TP33","C1(=CC(=C(C=C1)O)O)O","InChI=1S/C6H6O3/c7-4-1-2-5(8)6(9)3-4/h1-3,7-9H","GGNQRNBDZQJCCN-UHFFFAOYSA-N","C6H6O3",126.031694052,FALSE,NA
"ACETANILIDE-TP34","NC(=CC(O)=O)C=CC(O)=O","InChI=1S/C6H7NO4/c7-4(3-6(10)11)1-2-5(8)9/h1-3H,7H2,(H,8,9)(H,10,11)/b2-1+,4-3-","VGAFIZGNMHSNGK-XLFBNKDWSA-N","C6H7NO4",157.037507704,FALSE,NA
"Antipyrine-TP1","CC1=CC(=O)N(N1C)C2=C(C(=CC=C2)O)O","InChI=1S/C11H12N2O3/c1-7-6-10(15)13(12(7)2)8-4-3-5-9(14)11(8)16/h3-6,14,16H,1-2H3","JQQJZUIKMDMBFO-UHFFFAOYSA-N","C11H12N2O3",220.084792244,FALSE,NA
"Antipyrine-TP2","CC1=CC(=O)N(N1C)C2=CC(=C(C=C2)O)O","InChI=1S/C11H12N2O3/c1-7-5-11(16)13(12(7)2)8-3-4-9(14)10(15)6-8/h3-6,14-15H,1-2H3","ZTAYKPUFNRYQBW-UHFFFAOYSA-N","C11H12N2O3",220.084792244,FALSE,NA
"Antipyrine-TP3","[CH3](C1=CC(=O)N(N1C)C2=CC=CC=C2)O","InChI=1S/C11H13N2O2/c1-12-10(8-14)7-11(15)13(12)9-5-3-2-4-6-9/h2-7,14H,1,8H3","RZBJLJILZQJCLK-UHFFFAOYSA-N","C11H13N2O2",205.097702656,FALSE,NA
"Antipyrine-TP4","CC1=CC(=O)N(N1C)C2=CC=C[CH](=[CH]2O)O","InChI=1S/C11H14N2O3/c1-7-6-10(15)13(12(7)2)8-4-3-5-9(14)11(8)16/h3-6,9,11,14,16H,1-2H3","JGJUZLNPCMDACC-UHFFFAOYSA-N","C11H14N2O3",222.100442308,FALSE,NA
"Antipyrine-TP5","Cc1cc(=O)n(n1C)C(=O)C=CC=C(C(=O)O)O","InChI=1S/C11H12N2O5/c1-7-6-10(16)13(12(7)2)9(15)5-3-4-8(14)11(17)18/h3-6,14H,1-2H3,(H,17,18)/b5-3+,8-4?","ORUMVKOWOOVVSI-RISBOPBDSA-N","C11H12N2O5",252.074621484,TRUE,NA
"Antipyrine-TP6","Cc1cc(=O)n(n1C)C(=O)O","InChI=1S/C6H8N2O3/c1-4-3-5(9)8(6(10)11)7(4)2/h3H,1-2H3,(H,10,11)","RSYRMDGBGHSNNW-UHFFFAOYSA-N","C6H8N2O3",156.053492116,TRUE,NA
"Antipyrine-TP7","C(=O)(C(=[OH])CC=C)[OH2]","InChI=1S/C5H7O3/c1-2-3-4(6)5(7)8/h2,6-7H,1,3H2/q-1","FQJNIRWLNOAYNU-UHFFFAOYSA-N","C5H8O3",116.047344116,TRUE,NA
"Antipyrine-TP8","CC1=CC(=O)N(N1C)C(C(O)=O)=CC=CC(O)=O","InChI=1S/C11H12N2O5/c1-7-6-9(14)13(12(7)2)8(11(17)18)4-3-5-10(15)16/h3-6H,1-2H3,(H,15,16)(H,17,18)/b5-3?,8-4+","VZTHOQZJWHCGEK-ZDUSDAAASA-N","C11H12N2O5",252.074621484,FALSE,NA
"Antipyrine-TP16","Cc1cc(=O)n(n1C)C(=O)C=CC(C(C(=O)O)O)O","InChI=1S/C11H14N2O6/c1-6-5-9(16)13(12(6)2)8(15)4-3-7(14)10(17)11(18)19/h3-5,7,10,14,17H,1-2H3,(H,18,19)/b4-3+","TYMKENOUPCVWLH-ONEGZZNKSA-N","C11H14N2O6",270.085186168,TRUE,NA
"Antipyrine-TP17","[CH3](c1cc(=O)n(n1C)C(=O)C=CC=C(C(=O)O)O)O","InChI=1S/C11H13N2O6/c1-12-7(6-14)5-10(17)13(12)9(16)4-2-3-8(15)11(18)19/h2-5,14-15H,1,6H3,(H,18,19)/b4-2?,8-3-","WFJPHUKRPILALS-ZGVMDFCPSA-N","C11H13N2O6",269.077361136,TRUE,NA
"Antipyrine-TP18","Cc1cc(=O)n(n1C)C(=O)C=CCC(=O)C(=O)O","InChI=1S/C11H12N2O5/c1-7-6-10(16)13(12(7)2)9(15)5-3-4-8(14)11(17)18/h3,5-6H,4H2,1-2H3,(H,17,18)","DPHGVIIWMTVVGM-UHFFFAOYSA-N","C11H12N2O5",252.074621484,TRUE,NA
"Antipyrine-TP19","Cc1cc(=O)n(n1C)C(=O)CCC=C(C(=O)O)O","InChI=1S/C11H14N2O5/c1-7-6-10(16)13(12(7)2)9(15)5-3-4-8(14)11(17)18/h4,6,14H,3,5H2,1-2H3,(H,17,18)","FLYVCMLVCRNHEJ-UHFFFAOYSA-N","C11H14N2O5",254.090271548,TRUE,NA
"Antipyrine-TP20","Cc1cc(=O)n(n1C)C(=O)CC=CC(=O)C(=O)O","InChI=1S/C11H12N2O5/c1-7-6-10(16)13(12(7)2)9(15)5-3-4-8(14)11(17)18/h3-4,6H,5H2,1-2H3,(H,17,18)/b4-3+","OEPZJLCIABLJCK-ONEGZZNKSA-N","C11H12N2O5",252.074621484,TRUE,NA
"Antipyrine-TP21","[CH3](c1cc(=O)n(n1C)C(=O)O)O","InChI=1S/C6H9N2O4/c1-7-4(3-9)2-5(10)8(7)6(11)12/h2,9H,1,3H3,(H,11,12)","NRFIMHAWYYFWON-UHFFFAOYSA-N","C6H9N2O4",173.056231768,TRUE,NA
"Antipyrine-TP22","C(=O)(C(=[OH])CCC)[OH2]","InChI=1S/C5H9O3/c1-2-3-4(6)5(7)8/h6-7H,2-3H2,1H3/q-1","CLHOQWVTHKRFDK-UHFFFAOYSA-N","C5H10O3",118.06299418,TRUE,NA
"Antipyrine-TP26","CC1=CC(=O)N(N1C)C(C(O)=O)=CC(CC(O)=O)O","InChI=1S/C11H14N2O6/c1-6-3-9(15)13(12(6)2)8(11(18)19)4-7(14)5-10(16)17/h3-4,7,14H,5H2,1-2H3,(H,16,17)(H,18,19)","WIHBDIUYAJJLGF-UHFFFAOYSA-N","C11H14N2O6",270.085186168,FALSE,NA
